companyId;companyName;ticker;price;gestao;dy;p_vp;valorpatrimonialcota;liquidezmediadiaria;percentualcaixa;dividend_cagr;cota_cagr;numerocotistas;numerocotas;patrimonio;lastdividend
535;FDO INV. IMOB. PLURAL RECEBIVEIS;PLCR11;84,8;Ativa;15,3284;0,9352;90,69;361400,61;15,0046;34,8619;-2,676;13073,0;2109169,0;191280744,07;1,0
115;RB Capital General Shopping Sulacap;RBGS11;28,45;Passiva;0,0;0,3134;90,78;;0,5188;4,9063;-23,5611;2808,0;1078000,0;97865283,71;0,1766
88;Max Retail;MAXR11;58,01;Ativa;12,5896;0,47;123,08;244743,46;1,3846;-4,4755;-21,5437;4132,0;1125655,0;138543493,85;0,316136285
901;BRIO REAL ESTATE IV;BIPD11;0,0;Ativa;0,0;;984,53;;36,0493;;;108,0;18550,0;18263117,59;
630;CF2 FUNDO DE INVESTIMENTO IMOBILIÁRIO;CFHI11;0,0;Ativa;0,0;;671,3;;0,7354;;;54,0;94600,0;63504973,08;36,51139
666;HSI RENDA IMOB;HSRE11;103,09;Ativa;6,9939;1,0734;96,04;1877223,81;2,1785;;;179,0;8518064,0;818075904,09;0,63
8;CSHG Renda Urbana;HGRU11;116,32;Ativa;9,7356;0,9478;122,89;3966899,64;2,6484;11,4123;-4,7713;189702,0;18406458,0;2262020100,59;0,82
596;FDO INV. IMOB. PLUS;VTPL11;0,0;Ativa;0,0;;77,16;;1,6846;;;53,0;1386242,0;106955562,28;5,11
663;GUARDIAN LOGISTICA;GALG11;8,85;Ativa;11,0508;0,9506;9,31;336272,39;1,7192;;;21737,0;57485300,0;535338307,95;0,081
56;Torre Norte;TRNT11;125,0;Passiva;3,638;0,6349;196,89;10908,75;0,6568;-9,6563;-18,9759;720,0;3935562,0;774860922,43;0,338342506
754;FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I;ROOF11;770,0;Ativa;5,133;1,1118;692,54;1545,33;12,0927;;;73,0;77495,0;53668144,93;7,91991313
533;FDO INV IMOB GREEN TOWERS;GTWR11;73,26;Ativa;12,2443;0,7744;94,7;696917,29;0,961;2,8578;-13,8417;26273,0;12000000,0;1136410836,6;0,79
78;Alianza Trust Renda Imobiliária;ALZR11;111,84;Ativa;12,6298;1,0455;106,89;992593,93;19,7645;31,2317;-4,0332;118293,0;6922906,0;739972087,35;0,783681738
534;FDO INV. IMOB. FOF INTEGRAL BREI;IBFF11;66,4;Ativa;4,9294;4,4926;14,78;162549,5;101,1319;;-13,586;3870,0;666681,0;9855905,16;0,29648528
65;Infra Real State;FINF11;0,0;Ativa;0,0;;40,6;;2,9;-1,3932;;4,0;820112,0;33300079,6;0,254518
515;FDO INV IMOB TOURMALET I;TORM13;142,0;Ativa;0,0;;0,0;;;;;0,0;0,0;0,0;10,56295967
90;Nestpar;NPAR11;12,82;Ativa;0,0;0,9112;14,07;3347,73;100,0;;-53,1901;772,0;119589,0;1682250,84;1,196695
26;BB Progressivo;BBFI11B;2021,0;Passiva;15,6969;0,72;2822,39;284712,54;6,5472;2,7851;-5,3972;8495,0;130000,0;366910963,66;26,888224384
782;JFDCAM FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;VJFD11;0,0;Ativa;0,0;;136,07;;1,2526;;;97,0;4876129,0;663487214,82;1,025
156;Hedge TOP FOFII;TFOF11;138,0;Ativa;0,0;1,1386;121,2;;13,3649;29,9801;-0,3573;3278,0;850530,0;103080374,68;2,37
817;FDO DE INV IMOB MAUÁ CAPITAL HIGH YIELD - FII;MCHY11;109,07;--;17,0533;1,0869;100,35;19308,52;1,6017;;;401,0;3589771,0;360235419,27;1,4
942;ZAVIT REAL ESTATE FUND;ZAVI11;126,0;Ativa;3,6016;0,9652;130,54;87873,82;4,9178;;;87,0;926518,0;120945363,44;1,0
758;VOTORANTIM SECURITIES III;VTRT11;0,0;Ativa;0,0;;100,8;;20,1365;;;499,0;10224963,0;1030654046,2;0,1075080211
687;BLUEMACAW LOGÍSTICA;BLMG11;69,72;Ativa;13,6377;0,733;95,94;499497,32;5,2318;;;12045,0;3810588,0;365577000,3;0,79
133;Capitania Securities II;CPTS11;78,57;Ativa;14,7431;0,8903;88,76;6384813,07;0,1382;8,7425;-9,2129;202917,0;31782814,0;2821089520,99;0,58
11;Kinea Renda Imobiliária;KNRI11;136,34;Ativa;7,7747;0,853;159,84;3082356,14;2,2005;10,1567;-8,5213;242192,0;24157121,0;3861168482,44;0,91
6;Oportunity;FTCE11B;2870,0;Ativa;7,7371;1,0187;2817,2;4772810,0;1,7763;;;57,0;949822,0;2675838199,25;86,1232459134
57;Transinc;TSNC11;0,0;Ativa;0,0;;88,14;;5,0968;-18,9745;;66,0;1086780,0;95785831,01;0,625957636
74;OURINVEST JPP;OUJP11;97,3;Ativa;15,7513;0,9788;99,89;957557,71;1,8965;25,142;-4,5135;25611,0;3252384,0;324887065,54;1,25
497;DIAMANTE FDO INV IMOB;DAMT11B;13,18;Passiva;2,3727;0,9932;13,27;468,0;0,9325;;;559,0;7305341,0;96954733,25;0,1533380013
129;Bradesco Carteira Imobiliária Ativa;BCIA11;82,56;Ativa;10,6953;0,8235;100,26;270999,79;0,2585;0,6501;-27,2225;14255,0;3719038,0;372862279,83;0,76
809;EQI RECEBÍVEIS IMOBILIÁRIOS;EQIR11;9,04;Ativa;102,2462;0,9262;9,76;32364,79;3,9037;;;2046,0;5025000,0;49065462,53;0,11
780;FDO. INVEST. IMOB. DEVANT FOF IMOBILIÁRIOS;DVFF11;69,81;Ativa;12,7924;0,7697;91,1;18146,0;5,6355;;;679,0;1100950,0;100294718,52;0,7
815;LAGO DA PEDRA;LPLP11;0,0;Ativa;0,0;;569,17;;0,2568;;;4,0;223330,0;127111676,67;9,54321869
527;CSHG IMOB. FOF - FDO INV. IMOB. - FII;HGFF11;68,08;Ativa;11,1649;0,7849;86,84;508126,5;2,5421;3,0702;-15,257;9559,0;2863597,0;248663474,57;0,65
730;SOLARIUM FII;SOLR11;1128,06;Ativa;8,3879;1,2309;916,42;1058,5;0,1672;;;52,0;62883,0;57627366,23;8,74640205
823;SUNO RECEBÍVEIS IMOBILIÁRIOS FDO DE INV IMOB;SNCI11;97,99;Ativa;14,9505;1,0061;97,4;803487,25;0,7543;;;43674,0;4200000,0;409061851,09;1,0
599;FDO.INVEST. IMOB. MULTI RENDA URBANA;HBRH11;91,99;Ativa;8,7562;0,8126;113,2;48441,46;0,8897;;;1342,0;2772204,0;313800866,55;0,6289
83;Caixa Cedae;CXCE11B;40,09;Passiva;11,4082;0,611;65,61;15502,0;6,6546;-23,5367;-26,3622;4078,0;1712950,0;112389969,3;0,4069023789
696;FARIA LIMA CAPITAL RECEB. IMOB. I;FLCR11;96,0;Ativa;14,8875;0,9754;98,42;38970,11;10,4284;;;2828,0;633604,0;62357643,8;1,1
541;JPP ALLOCATION MOGNO - FDO INV IMOB;JPPA11;102,35;Ativa;19,1151;1,0413;98,32;349320,0;14,5325;33,6638;-1,2137;7284,0;904056,0;88887026,92;1,4
644;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX;RZTR11;86,0;Ativa;16,4277;0,8878;97,43;3051804,79;5,0444;;;78310,0;11048018,0;1076375308,62;0,85
52;São Fernando;SFND11;83,07;Passiva;0,0;8,8278;9,41;;16,3138;116,6859;;54,0;981472,0;9237693,96;4,25
