TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
VGIP11;87,96;1,200000;10,85;92,02;0,96;2.033.287,50;0,89;-0,81;-4,05;1.084.638.501,31;82.627,00;Ativa;11.787.247,00
VGIR11;9,31;0,120000;14,70;9,62;0,97;3.788.438,13;5,88;39,98;0,91;992.496.971,24;171.981,00;Ativa;103.220.707,00
VIDS11;0,00;;0,00;915,47;;;8,44;;;76.379.562,35;1.493,00;Ativa;83.432,00
VIFI11;7,62;0,065000;9,84;8,72;0,87;82.871,97;4,01;0,04;-57,58;70.550.765,48;6.721,00;Ativa;8.089.190,00
VILG11;102,00;0,700000;8,03;111,69;0,92;2.050.882,23;0,77;7,42;-5,68;1.675.071.337,92;156.315,00;Ativa;14.997.396,00
VINO11;44,26;0,310000;8,92;54,39;0,81;1.010.343,27;2,73;-6,77;-9,43;901.000.564,92;122.741,00;Ativa;16.565.259,00
VISC11;112,00;0,820000;8,34;121,28;0,92;3.205.895,77;3,36;32,25;0,91;2.254.657.013,82;242.772,00;Ativa;18.591.052,00
VIUR11;8,26;0,072000;10,45;9,12;0,91;464.111,97;7,88;;;245.713.980,83;;Ativa;26.946.220,00
VJFD11;0,00;0,980000;0,00;136,41;;;1,32;;;665.157.050,13;97,00;Ativa;4.876.129,00
VLIQ11;0,00;;0,00;0,00;;;;;;0,00;1,00;Ativa;0,00
VLJS11;1.141,14;28,819221;0,00;981,43;1,14;;2,89;;;25.584.435,70;9,00;Passiva;26.068,00
VLOL11;98,00;1,856441;8,10;111,06;0,88;160.238,13;16,46;14,56;-2,89;198.219.080,15;3.127,00;Passiva;1.784.828,00
VOTS11;85,26;1,110000;15,96;93,13;0,92;10.991,67;5,58;38,33;1,32;77.106.639,54;640,00;Ativa;827.913,00
VPSI11;0,00;0,168661;0,00;21,43;;;0,94;36,75;;172.986.076,47;53,00;Passiva;8.071.897,00
VRTA11;88,24;0,950000;13,57;93,03;0,96;1.905.540,17;5,07;7,42;-5,62;1.450.573.448,72;121.206,00;Ativa;15.592.424,00
VSEC11;3,49;0,080000;81,95;36,30;0,10;2,50;94,14;-0,62;;2.277.055,39;64,00;Ativa;62.735,00
VSHO11;75,95;0,720000;10,14;100,29;0,74;78.356,67;1,70;24,06;-6,81;210.488.983,04;3.044,00;Ativa;2.098.800,00
VSLH11;5,23;0,030000;18,76;9,84;0,53;452.879,43;0,48;;;293.803.717,69;93.831,00;Ativa;29.864.091,00
VTLT11;92,07;0,880000;11,13;101,05;0,91;161.591,63;3,10;5,00;-6,30;213.727.506,51;6.236,00;Ativa;2.115.000,00
VTPA11;0,00;;0,00;100,62;;;0,01;;;65.401.818,16;1,00;Ativa;650.000,00
VTPL11;0,00;5,110000;0,00;77,19;;;2,44;;;107.000.906,28;53,00;Ativa;1.386.242,00
VTRT11;0,00;0,107508;0,00;100,80;;;20,14;;;1.030.654.046,20;499,00;Ativa;10.224.963,00
VTVI11;0,00;;0,00;36,04;;;1,30;;;64.186.694,32;1,00;Ativa;1.780.984,00
VTXI11;0,00;;0,00;10,87;;;24,25;;;1.124.592,64;2,00;Ativa;103.500,00
VVCO11;11,25;0,323281;0,00;13,62;0,79;58.196,77;1,25;;4,29;68.274.692,27;3.737,00;Ativa;5.014.556,00
VVPR11;101,50;0,892340;3,22;98,03;1,04;1.249.061,55;1,27;;-0,97;226.032.234,18;1.372,00;Ativa;2.305.771,00
VVRI11;100,00;1,500000;2,60;97,27;1,03;8.770,59;1,91;;;38.909.785,97;1,00;Ativa;400.000,00
VXXV11;1.001,00;10,760000;0,00;1.022,74;0,98;12.757.745,00;0,29;;;272.422.419,68;20,00;Ativa;266.364,00
WHGR11;9,03;0,100000;12,57;10,02;0,91;837.483,73;1,62;;;251.391.759,38;5.884,00;Ativa;25.089.531,00
WPLZ11;62,50;0,400000;9,01;87,86;0,71;2.959,87;1,68;-1,72;-8,72;89.683.213,23;1.819,00;Passiva;1.020.747,00
WSEC11;89,14;1,100000;11,49;101,33;0,88;16.822,86;3,97;;;24.890.746,01;8,00;Ativa;245.651,00
WTSP11B;32,00;0,180000;4,11;72,42;0,44;1.293,56;0,52;1,12;-16,01;71.879.148,69;203,00;Ativa;992.565,00
XBXO11;0,00;;0,00;95,46;;;0,02;;;290.435.406,27;6,00;Ativa;3.042.600,00
XPCI11;83,31;0,930000;12,72;91,89;0,91;1.830.862,27;0,82;6,64;-3,24;799.568.737,86;72.246,00;Ativa;8.701.551,00
XPCM11;13,57;0,080000;11,74;43,03;0,31;45.927,87;5,50;-43,76;-38,78;103.894.754,09;26.522,00;Passiva;2.414.570,00
XPHT11;118,01;1,650000;12,46;99,11;1,19;26.799,07;2,18;;6,04;377.080.994,66;1.326,00;Ativa;3.804.642,00
XPHT12;32,25;;0,00;99,11;0,33;8.601,11;2,18;;-25,66;377.080.994,66;1.326,00;Ativa;3.804.642,00
XPIN11;78,90;0,650000;9,69;102,39;0,77;392.244,27;3,09;0,93;-12,06;732.116.551,09;44.764,00;Ativa;7.150.422,00
XPLG11;109,13;0,750000;8,07;113,74;0,96;3.827.690,47;1,08;7,81;-2,59;3.082.488.963,40;309.022,00;Ativa;27.101.061,00
XPML11;101,85;0,810000;8,92;98,77;1,04;5.305.928,50;2,72;34,49;-1,24;2.105.158.764,37;312.556,00;Ativa;21.314.099,00
XPPR11;23,08;0,100000;12,40;71,49;0,33;258.960,90;4,13;-26,82;-37,20;523.050.642,76;64.475,00;Ativa;7.316.171,00
XPSF11;7,80;0,076000;11,61;8,10;0,96;579.522,80;2,43;0,07;-7,45;350.950.564,26;39.504,00;Ativa;43.302.140,00
YUFI11;79,98;0,152432;3,51;101,64;0,64;2.261,08;12,95;;;50.073.483,72;48,00;Ativa;492.650,00
ZAVI11;126,00;1,100000;7,05;127,73;0,99;117.871,55;5,87;;;118.339.822,03;187,00;Ativa;926.518,00
ZIFI11;970,00;3,304958;0,33;1.209,15;0,84;13.777,67;0,26;;;57.416.677,77;61,00;Ativa;47.485,00
