TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AAIC;4,44;;27,53;0,59;0,16;100,00;121,48;16,12;6,22;19,85;16,20;2,59;4,44;;-0,16;;2,13;0,57;4,14;0,27;0,73;0,04;-25,44;-20,59;;7,59;0,16;;125.920.176,00
AAT;22,33;5,82;27,60;1,11;0,45;63,63;28,52;11,45;5,47;24,24;13,15;1,32;3,16;;-0,45;;4,04;1,63;4,20;0,40;0,60;0,14;6,06;8,39;;20,05;0,81;;1.355.806.144,00
ABR;16,46;12,21;9,77;0,99;0,18;98,77;441,34;125,83;2,64;13,55;10,76;3,81;12,30;;-0,18;;10,10;1,84;6,57;0,18;0,82;0,01;3,69;34,73;;16,68;1,68;;2.981.911.706,00
ACC;65,42;;154,52;2,95;1,22;51,87;18,95;6,00;19,33;67,23;18,27;1,10;9,28;;-1,22;;1,91;0,79;2,80;0,41;0,58;0,13;3,69;-18,56;;22,18;0,42;;9.124.977.860,00
ACRE;10,58;12,48;80,96;0,81;0,24;;;;7,18;24,64;17,80;2,10;;;-0,24;;0,99;0,29;3,50;0,29;0,71;0,00;;-0,41;;13,14;0,13;;578.431.876,00
ADC;64,41;4,47;39,89;1,25;0,86;87,68;50,63;32,85;14,45;34,61;8,73;0,42;13,10;;-0,86;;3,14;2,15;3,35;0,69;0,31;0,07;30,97;21,27;;51,47;1,61;;6.002.908.944,00
AFCG;13,59;15,89;7,77;0,82;0,62;;;;7,80;6,51;0,16;0,02;;;-0,62;;10,59;7,99;10,01;0,75;0,25;0,00;;;;16,52;1,75;;278.003.835,00
AFIN;8,23;;-97,09;0,58;0,28;74,05;20,65;-3,17;5,02;39,26;24,35;0,94;3,08;;-0,28;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
AFINO;25,70;;-303,19;1,80;0,86;74,05;20,65;-3,17;15,66;39,26;24,35;0,94;9,62;;-0,86;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
AFINP;26,01;;-306,85;1,82;0,87;74,05;20,65;-3,17;15,85;39,26;24,35;0,94;9,74;;-0,87;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
AGNC;9,73;14,80;-8,06;0,74;0,09;;;;10,20;34,30;18,06;0,83;;;-0,09;;-9,23;-1,09;2,09;0,12;0,88;0,00;;;;13,08;-1,21;;5.796.277.760,00
AGNCM;22,95;7,49;-19,01;1,75;0,21;;;;24,07;34,30;18,06;0,83;;;-0,21;;-9,23;-1,09;2,09;0,12;0,88;0,00;;;;13,08;-1,21;;5.796.277.760,00
AGNCN;25,57;8,92;-21,19;1,95;0,23;;;;26,82;34,30;18,06;0,83;;;-0,23;;-9,23;-1,09;2,09;0,12;0,88;0,00;;;;13,08;-1,21;;5.796.277.760,00
AGNCO;23,10;7,03;-19,14;1,77;0,21;;;;24,23;34,30;18,06;0,83;;;-0,21;;-9,23;-1,09;2,09;0,12;0,88;0,00;;;;13,08;-1,21;;5.796.277.760,00
AGNCP;20,95;7,31;-17,36;1,60;0,19;;;;21,97;34,30;18,06;0,83;;;-0,19;;-9,23;-1,09;2,09;0,12;0,88;0,00;;;;13,08;-1,21;;5.796.277.760,00
AHH;12,05;6,35;14,14;1,29;0,37;31,10;26,28;11,16;3,91;5,96;-0,04;-0,01;1,58;;-0,37;;9,13;2,59;17,94;0,28;0,72;0,23;8,45;28,85;;9,34;0,85;;818.662.540,00
AHT;3,58;;-0,85;-0,58;0,03;33,14;9,42;-10,99;0,37;27,60;26,61;;0,09;-0,04;-0,04;0,14;-67,78;-3,79;3,29;-0,06;1,05;0,35;-2,92;;;-6,22;-4,21;;123.431.240,00
AIC;24,60;6,86;152,53;3,24;0,86;100,00;121,48;16,12;34,49;19,85;16,20;2,59;24,59;;-0,86;;2,13;0,57;4,14;0,27;0,73;0,04;-25,44;-20,59;;7,59;0,16;;125.920.176,00
AIRC;34,36;5,24;9,93;2,49;0,78;66,00;86,28;64,21;4,85;12,61;5,22;1,76;6,37;;-0,78;;25,07;7,86;11,89;0,31;0,67;0,12;-5,10;24,13;;13,80;3,46;;5.126.501.692,00
AIV;8,08;0,25;20,46;2,26;0,55;62,04;87,96;31,80;3,78;13,63;6,24;1,90;6,50;;-0,55;;11,04;2,68;8,38;0,24;0,68;0,08;-28,31;-24,84;;3,58;0,39;;1.200.818.896,00
AIW;25,00;;155,01;3,30;0,88;100,00;121,48;16,12;35,05;19,85;16,20;2,59;24,99;;-0,88;;2,13;0,57;4,14;0,27;0,73;0,04;-25,44;-20,59;;7,59;0,16;;125.920.176,00
AJX;6,67;14,84;-5,61;0,47;0,11;;;;18,45;42,35;36,07;2,73;;;-0,11;;-8,46;-1,94;1,54;0,23;0,77;0,00;;;;14,06;-1,19;;156.781.685,00
AJXA;24,56;7,38;-20,66;1,75;0,40;;;;67,95;42,35;36,07;2,73;;;-0,40;;-8,46;-1,94;1,54;0,23;0,77;0,00;;;;14,06;-1,19;;156.781.685,00
AKR;16,01;4,50;-39,16;0,91;0,36;68,19;-0,97;-11,92;11,04;-1.026,81;-543,65;1,03;4,67;;-0,36;;-2,33;-0,93;-0,10;0,40;0,59;0,08;5,59;;;17,55;-0,41;;1.524.348.923,00
ALEX;19,00;4,63;50,52;1,22;0,75;31,58;8,28;6,69;17,33;54,48;13,67;0,41;3,38;;-0,75;;2,42;1,48;0,98;0,61;0,39;0,22;-11,54;;;15,53;0,38;;1.379.282.200,00
ALX;191,90;9,38;18,04;4,43;0,71;55,21;43,32;25,93;8,01;18,67;7,87;3,23;4,68;;-0,71;;24,58;3,94;6,92;0,16;0,84;0,15;-2,25;-6,47;;43,27;10,64;;980.090.870,00
AMH;36,59;2,19;42,39;1,94;1,07;55,42;34,00;20,38;13,61;28,77;3,36;0,26;8,64;;-1,07;;4,57;2,51;5,58;0,55;0,45;0,12;9,19;27,52;;18,89;0,86;;13.237.581.426,00
AMT;184,88;3,33;61,99;15,94;1,29;69,77;23,83;12,85;14,46;47,62;14,20;6,77;7,96;-21,11;-1,36;0,46;25,71;2,08;5,74;0,08;0,92;0,16;9,96;7,34;;11,60;2,98;;86.162.066.816,00
ANH;2,98;;-2,68;0,72;0,12;;;;-9,47;24,95;29,98;-4,31;;;-0,12;;-27,04;-4,64;-9,45;0,17;0,82;0,00;;;;4,12;-1,11;;295.925.866,36
APLE;14,75;6,37;21,15;1,07;0,71;58,75;17,29;12,39;8,34;21,84;6,69;0,47;2,62;;-0,71;;5,07;3,35;4,72;0,66;0,34;0,27;0,00;-4,52;;13,77;0,70;;3.377.946.175,00
APTS;25,00;;105,44;1,40;0,43;69,54;28,71;3,83;5,81;33,84;19,77;1,96;4,04;;-0,43;;1,32;0,41;3,21;0,31;0,69;0,11;20,97;;;17,91;0,24;;1.611.075.000,00
ARE;122,30;3,96;37,97;1,13;0,58;69,97;29,32;20,30;11,83;38,99;12,70;0,54;7,71;;-0,58;;2,96;1,52;2,68;0,51;0,49;0,07;18,07;29,11;;108,65;3,22;;21.159.563.280,00
ARI;10,45;13,40;5,10;0,63;0,16;100,00;909,84;418,93;2,46;12,88;10,53;2,82;21,36;;-0,16;;12,34;3,05;6,76;0,25;0,75;0,01;;6,56;;16,61;2,05;;1.477.036.440,00
ARR;5,00;22,00;-4,94;0,80;0,07;;;;22,87;43,27;10,45;0,26;;;-0,07;;-16,28;-1,49;1,67;0,09;0,91;0,00;;;;6,22;-1,01;;977.563.000,00
AVB;183,74;3,53;25,54;2,34;1,29;100,00;47,74;38,49;12,24;26,78;6,19;0,70;9,83;;-1,29;;9,15;5,06;6,46;0,55;0,45;0,13;3,74;5,21;;78,66;7,19;;26.090.914.634,00
BDN;4,85;15,67;19,77;0,53;0,21;63,24;23,98;8,30;2,72;23,44;16,59;1,27;1,64;;-0,21;;2,66;1,06;3,27;0,40;0,60;0,13;-0,56;-14,84;;9,22;0,25;;833.787.265,00
BFS;37,97;6,22;23,21;2,29;0,49;74,13;45,13;15,86;5,60;19,28;11,13;3,13;3,68;;-0,49;;9,87;2,10;6,76;0,21;0,79;0,13;1,67;0,79;;16,57;1,64;;908.515.784,00
BHR;3,30;4,85;96,13;0,56;0,09;33,19;12,53;0,31;1,27;12,59;10,19;2,36;0,30;-0,22;-0,11;0,29;0,58;0,09;5,20;0,16;0,62;0,30;10,09;-5,06;;5,94;0,03;;217.632.030,00
BNL;16,47;6,68;22,90;1,00;0,58;94,77;52,38;31,12;7,98;22,07;8,46;0,62;7,13;;-0,58;;4,37;2,52;4,49;0,58;0,42;0,08;17,55;17,38;;16,45;0,72;;3.083.249.880,00
BPYU;18,52;;-0,83;0,44;0,03;57,68;-4,09;-57,47;1,30;-274,32;-262,70;9,86;0,48;;-0,03;;-52,70;-4,04;-0,55;0,08;0,88;0,07;-8,65;;;42,49;-22,39;;710.173.476,00
BPYUP;25,20;;-1,13;0,59;0,05;57,68;-4,09;-57,47;1,77;-274,32;-262,70;9,86;0,65;;-0,05;;-52,70;-4,04;-0,55;0,08;0,88;0,07;-8,65;;;42,49;-22,39;;710.173.476,00
BRG;26,60;;18,42;16,07;0,31;63,36;34,40;18,88;4,88;22,56;12,45;19,78;3,48;;-0,31;;87,20;1,67;5,39;0,02;0,59;0,09;22,09;;;1,66;1,44;;813.284.360,00
BRMK;4,83;9,42;-4,90;0,69;0,61;100,00;-482,36;-516,72;-4,63;-5,73;-0,48;0,06;25,31;;-0,61;;-14,13;-12,50;-11,92;0,88;0,12;0,02;-13,38;;;6,98;-0,99;;636.353.949,00
BRT;19,21;5,21;10,31;1,51;0,51;100,00;66,18;43,57;4,11;14,98;8,19;1,83;4,49;;-0,51;;14,69;4,97;7,59;0,34;0,66;0,11;-7,79;54,51;;12,69;1,86;;368.445.879,00
BRX;22,45;4,54;17,44;2,34;0,81;74,33;47,20;31,44;7,30;20,09;8,47;1,70;5,48;;-0,81;;13,40;4,63;7,40;0,35;0,65;0,15;-1,04;3,36;;9,61;1,29;;6.747.295.865,00
BXMT;22,32;11,11;13,98;0,85;0,15;0,00;77,34;15,00;2,77;2,37;-0,34;-0,11;2,10;;-0,15;;6,06;1,11;31,13;0,18;0,82;0,07;20,01;2,70;;26,36;1,60;;3.845.432.448,00
BXP;67,17;5,84;13,44;1,74;0,43;63,31;47,16;24,82;4,64;16,47;9,40;2,31;3,34;;-0,43;;12,93;3,18;7,08;0,25;0,75;0,13;3,62;13,44;;38,66;5,00;;10.534.640.535,00
CCI;104,90;5,88;27,21;6,30;1,16;70,39;34,57;23,83;10,93;27,80;9,05;3,04;6,48;-37,60;-1,21;0,52;23,15;4,28;8,15;0,18;0,82;0,18;10,42;40,31;;16,66;3,86;;45.492.119.370,00
CDR;29,00;67,31;-7,87;0,89;0,38;63,71;-23,43;-40,14;52,34;-31,60;-18,12;1,20;3,16;;-0,38;;-11,33;-4,89;-3,00;0,43;0,57;0,12;-3,33;;;32,53;-3,69;;393.103.700,00
