TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
MCCI11;86,43;0,950000;14,76;92,13;0,94;4.380.515,67;3,21;20,70;-2,08;1.562.553.603,97;110.296,00;Ativa;16.960.024,00
RBRM11;94.794,81;3.559,270493;48,58;46.981,16;2,02;;10,40;;;25.322.846,22;54,00;--;539,00
VCJR11;86,92;0,950000;12,99;94,83;0,91;1.532.957,91;4,61;13,36;-3,61;1.396.278.559,99;14.072,00;Ativa;14.723.970,00
BZEL11;0,00;;0,00;118,87;;;0,10;;;420.554.215,30;3,00;Ativa;3.538.046,00
SARE11;58,45;0,630000;13,17;94,00;0,62;1.396.087,15;7,92;28,23;-11,74;868.018.151,97;36.294,00;Ativa;9.234.329,00
JPPC11;128,44;0,170000;5,58;364,05;0,35;2.209,33;8,38;;;20.022.778,26;90,00;Ativa;55.000,00
KEVE11;1.000,00;3,046696;1,23;927,86;1,08;8.024,71;1,62;;;137.045.922,68;434,00;Passiva;147.700,00
FISD11;0,00;6,526269;0,00;74,45;;;0,00;;;79.858.015,12;24,00;Ativa;1.072.588,00
ATCR11;0,00;0,226651;0,00;80,77;;;0,51;;;75.029.761,46;33,00;Ativa;928.908,00
SCPF11;5,02;0,047000;4,39;11,73;0,43;3.484,64;2,20;-27,81;-21,78;49.257.746,04;5.170,00;Ativa;4.200.000,00
XPCM11;14,47;0,120000;12,93;43,53;0,33;59.748,00;6,65;-43,63;-31,44;105.108.914,74;27.252,00;Passiva;2.414.570,00
ARRI11;8,47;0,070000;17,32;8,90;0,96;401.880,27;8,05;22,13;4,31;114.262.720,20;23.090,00;Ativa;12.842.569,00
ATWN11;0,00;;0,00;581,49;;;1,56;;;93.479.052,78;2,00;Passiva;160.757,00
PRSN11B;1,60;0,171678;10,73;4,76;0,34;876,31;20,12;;-21,28;15.378.787,72;763,00;Ativa;3.231.246,00
BVAR11;0,00;12,910000;0,00;1.210,08;;;2,53;11,06;;756.955.249,60;69,00;Passiva;625.540,00
ABCP11;66,20;0,500000;9,11;91,63;0,72;61.660,42;1,81;8,10;-7,26;431.490.855,55;19.076,00;Passiva;4.709.082,00
LATR11B;9,51;14,503964;0,00;10,59;0,90;69,67;101,52;;-72,94;1.314.810,76;166,00;Ativa;124.104,00
NEWU11;71,99;0,100000;0,51;68,85;1,05;19.067,21;2,14;53,51;11,88;51.090.146,79;1.627,00;Ativa;742.000,00
FAMB11B;724,00;9,160000;0,00;2.985,60;0,24;58.900,77;1,87;-9,82;-33,39;312.891.394,43;2.755,00;Passiva;104.800,00
HSLG11;75,36;0,720000;10,84;104,75;0,72;659.861,61;4,95;;;1.326.199.277,09;24.605,00;Ativa;12.660.067,00
RZAK11;92,69;1,200000;19,07;92,50;1,01;3.515.418,94;14,80;;;814.692.583,81;44.128,00;Ativa;8.807.885,00
VCRR11;70,80;0,670000;11,36;128,26;0,55;118.029,24;6,89;;;256.512.077,00;;Ativa;2.000.000,00
