companyId;companyName;ticker;price;gestao;dy;p_vp;valorpatrimonialcota;liquidezmediadiaria;percentualcaixa;dividend_cagr;cota_cagr;numerocotistas;numerocotas;patrimonio;lastdividend
605;RBR LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO;RBRL11;71,75;Ativa;10,8237;0,6689;107,26;596493,7;1,5019;;;9896,0;6687035,0;717254779,29;0,65
842;PANORAMA LAST MILE SBC FDO INV IMOB;PNLN11;0,0;Ativa;0,0;;44,84;;64,5718;;;51,0;9831,0;440836,19;
92;Rio Bravo Crédito Imobiliário I;RBCB11;19,0;Ativa;0,0;;0,0;;;-15,0371;-4,7693;462,0;53100,0;0,0;0,3
616;FDO. INV. IMOB. VBI PRIME PROPERTIES;PVBI11;88,3;Ativa;7,7123;0,854;103,39;3023619,41;1,0166;;;83814,0;10039493,0;1037934528,45;0,61
736;VERSALHES RECEBÍVEIS IMOBILIÁRIOS;VSLH11;7,45;Ativa;17,4631;0,715;10,42;913235,67;1,23;;;91879,0;29864091,0;311206632,02;0,11
24;Hotel Maxinvest;HTMX11;107,04;Ativa;5,5561;0,7627;140,35;322698,56;3,9551;13,255;-12,8028;25639,0;1504334,0;211128423,78;0,739078369
826;CSÃO FRANCISCO 34;SFRO11;0,0;Passiva;0,0;;5,93;;102,5296;;;20,0;875758,0;5191438,53;
157;FII REC Recebíveis Imobiliários;RECR11;87,47;Ativa;14,2319;0,9175;95,33;3511643,0;4,1878;0,0791;-6,1715;182297,0;26441650,0;2520732971,92;0,99
118;Shopping Patio Higienopolis;SHPH11;692,2;Passiva;6,2467;0,7741;894,18;110593,44;0,7573;4,5267;-10,561;2631,0;608950,0;544508819,31;3,4
700;FDO INV IMOB MV9;MVFI11;0,0;Ativa;0,0;;1,51;;1,1568;;;1,0;78155673,0;118190085,44;
1;BTG Pactual Corporate Office;BRCR11;56,05;Ativa;10,2765;0,5616;99,81;1613943,81;1,1746;0,514;-21,2228;156823,0;26638202,0;2658696034,5;0,47
943;FUNDO DE INVEST IMOBILIARIO SUNO ENERGIAS LIMPAS;SNEL11;100,0;Ativa;0,0;1,0456;95,64;;26,878;;;3363,0;500026,0;47820574,86;
68;CGHG Logística;HGLG11;160,0;Ativa;10,3125;1,0388;154,03;4875906,59;5,3724;14,3675;-3,6713;334810,0;23456675,0;3612959934,52;1,1
25;Torre Almirante;ALMI11;922,0;Passiva;0,0;0,4568;2018,25;28548,62;1,599;;-22,3607;2601,0;111177,0;224382977,88;0,3711330468
508;PÁTRIA EDIFÍCIOS CORPORATIVOS FDO INV IMOB;PATC11;67,39;Ativa;6,6479;0,8822;76,39;227707,89;4,8925;9,1515;-13,6014;8405,0;3477434,0;265626561,47;0,22
